fastbaps_cluster	genome_1	genome_2	dist	patient.x	country.x	patient.y	country.y
fastbaps_cluster_02	ERR12861535	ERR12861510	4	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861535	ERR12861514	5	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861535	ERR12861515	4	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861535	ERR12861535	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861535	ERR12861556	3	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861535	ERR12861561	3	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861535	ERR12861582	9	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861535	ERR12861629	3	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861535	ERR12861664	4	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861535	ERR12861665	3	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861556	ERR12861437	6714	Wetzstein_065	Germany	Wetzstein_131	Germany
fastbaps_cluster_02	ERR12861556	ERR12861503	8	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861556	ERR12861510	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861556	ERR12861514	2	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861556	ERR12861515	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861556	ERR12861535	3	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861556	ERR12861556	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861556	ERR12861561	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861556	ERR12861582	6	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861556	ERR12861629	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861556	ERR12861664	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861556	ERR12861665	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861561	ERR12861437	6714	Wetzstein_065	Germany	Wetzstein_131	Germany
fastbaps_cluster_02	ERR12861561	ERR12861503	8	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861561	ERR12861510	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861561	ERR12861514	2	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861561	ERR12861515	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861561	ERR12861535	3	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861561	ERR12861556	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861561	ERR12861561	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861561	ERR12861582	6	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861561	ERR12861629	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861561	ERR12861664	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861561	ERR12861665	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861582	ERR12861437	6720	Wetzstein_065	Germany	Wetzstein_131	Germany
fastbaps_cluster_02	ERR12861582	ERR12861503	14	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861582	ERR12861510	7	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861582	ERR12861514	8	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861582	ERR12861515	7	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861582	ERR12861535	9	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861582	ERR12861556	6	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861582	ERR12861561	6	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861582	ERR12861582	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861582	ERR12861629	6	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861582	ERR12861664	7	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861582	ERR12861665	6	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861629	ERR12861437	6714	Wetzstein_065	Germany	Wetzstein_131	Germany
fastbaps_cluster_02	ERR12861629	ERR12861503	8	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861629	ERR12861510	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861629	ERR12861514	2	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861629	ERR12861515	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861629	ERR12861535	3	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861629	ERR12861556	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861629	ERR12861561	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861629	ERR12861582	6	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861629	ERR12861629	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861629	ERR12861664	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861629	ERR12861665	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861664	ERR12861437	6713	Wetzstein_065	Germany	Wetzstein_131	Germany
fastbaps_cluster_02	ERR12861664	ERR12861503	7	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861664	ERR12861510	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861664	ERR12861514	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861664	ERR12861515	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861664	ERR12861535	4	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861664	ERR12861556	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861664	ERR12861561	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861664	ERR12861582	7	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861664	ERR12861629	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861664	ERR12861664	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861664	ERR12861665	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861665	ERR12861437	6714	Wetzstein_065	Germany	Wetzstein_131	Germany
fastbaps_cluster_02	ERR12861665	ERR12861503	8	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861665	ERR12861510	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861665	ERR12861514	2	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861665	ERR12861515	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861665	ERR12861535	3	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861665	ERR12861556	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861665	ERR12861561	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861665	ERR12861582	6	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861665	ERR12861629	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861665	ERR12861664	1	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_02	ERR12861665	ERR12861665	0	Wetzstein_065	Germany	Wetzstein_065	Germany
fastbaps_cluster_04	ERR2988387	ERR2988387	0	VT_241	UK	VT_241	UK
fastbaps_cluster_04	ERR2988387	ERR2988406	15	VT_241	UK	VT_260	UK
fastbaps_cluster_04	ERR2988387	ERR3337442	1	VT_241	UK	VT_260	UK
fastbaps_cluster_04	ERR2988387	ERR3337544	1	VT_241	UK	VT_260	UK
fastbaps_cluster_04	ERR2988387	ERR3468884	15	VT_241	UK	VT_260	UK
fastbaps_cluster_04	ERR2988387	ERR4022306	15	VT_241	UK	VT_260	UK
fastbaps_cluster_04	ERR2988406	ERR2988387	15	VT_260	UK	VT_241	UK
fastbaps_cluster_04	ERR2988406	ERR2988406	0	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR2988406	ERR3337442	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR2988406	ERR3337544	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR2988406	ERR3468884	0	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR2988406	ERR4022306	0	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3337442	ERR2988387	1	VT_260	UK	VT_241	UK
fastbaps_cluster_04	ERR3337442	ERR2988406	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3337442	ERR3337442	0	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3337442	ERR3337544	2	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3337442	ERR3468884	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3337442	ERR4022306	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3337544	ERR2988387	1	VT_260	UK	VT_241	UK
fastbaps_cluster_04	ERR3337544	ERR2988406	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3337544	ERR3337442	2	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3337544	ERR3337544	0	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3337544	ERR3468884	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3337544	ERR4022306	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3468884	ERR2988387	15	VT_260	UK	VT_241	UK
fastbaps_cluster_04	ERR3468884	ERR2988406	0	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3468884	ERR3337442	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3468884	ERR3337544	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3468884	ERR3468884	0	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR3468884	ERR4022306	0	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR4022306	ERR2988387	15	VT_260	UK	VT_241	UK
fastbaps_cluster_04	ERR4022306	ERR2988406	0	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR4022306	ERR3337442	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR4022306	ERR3337544	16	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR4022306	ERR3468884	0	VT_260	UK	VT_260	UK
fastbaps_cluster_04	ERR4022306	ERR4022306	0	VT_260	UK	VT_260	UK
fastbaps_cluster_05	23IE170_S9_L001	23IE170_S9_L001	0	P20	Ireland	P20	Ireland
fastbaps_cluster_05	23IE170_S9_L001	23IE180_S19_L001	1	P20	Ireland	P20	Ireland
fastbaps_cluster_05	23IE170_S9_L001	ERR12861457	91	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE170_S9_L001	ERR12861560	91	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE170_S9_L001	ERR12861568	94	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE170_S9_L001	ERR12861572	89	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE170_S9_L001	ERR12861580	88	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE170_S9_L001	ERR12861617	89	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE170_S9_L001	ERR12861631	91	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE180_S19_L001	23IE170_S9_L001	1	P20	Ireland	P20	Ireland
fastbaps_cluster_05	23IE180_S19_L001	23IE180_S19_L001	0	P20	Ireland	P20	Ireland
fastbaps_cluster_05	23IE180_S19_L001	ERR12861457	90	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE180_S19_L001	ERR12861560	90	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE180_S19_L001	ERR12861568	93	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE180_S19_L001	ERR12861572	88	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE180_S19_L001	ERR12861580	87	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE180_S19_L001	ERR12861617	88	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	23IE180_S19_L001	ERR12861631	90	P20	Ireland	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861457	23IE170_S9_L001	91	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861457	23IE180_S19_L001	90	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861457	ERR12861457	0	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861457	ERR12861560	22	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861457	ERR12861568	25	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861457	ERR12861572	20	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861457	ERR12861580	19	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861457	ERR12861617	20	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861457	ERR12861631	22	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861560	23IE170_S9_L001	91	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861560	23IE180_S19_L001	90	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861560	ERR12861457	22	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861560	ERR12861560	0	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861560	ERR12861568	25	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861560	ERR12861572	4	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861560	ERR12861580	3	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861560	ERR12861617	20	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861560	ERR12861631	6	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861568	23IE170_S9_L001	94	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861568	23IE180_S19_L001	93	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861568	ERR12861457	25	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861568	ERR12861560	25	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861568	ERR12861568	0	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861568	ERR12861572	23	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861568	ERR12861580	22	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861568	ERR12861617	17	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861568	ERR12861631	19	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861572	23IE170_S9_L001	89	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861572	23IE180_S19_L001	88	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861572	ERR12861457	20	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861572	ERR12861560	4	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861572	ERR12861568	23	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861572	ERR12861572	0	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861572	ERR12861580	1	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861572	ERR12861617	18	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861572	ERR12861631	4	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861580	23IE170_S9_L001	88	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861580	23IE180_S19_L001	87	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861580	ERR12861457	19	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861580	ERR12861560	3	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861580	ERR12861568	22	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861580	ERR12861572	1	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861580	ERR12861580	0	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861580	ERR12861617	17	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861580	ERR12861631	3	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861617	23IE170_S9_L001	89	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861617	23IE180_S19_L001	88	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861617	ERR12861457	20	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861617	ERR12861560	20	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861617	ERR12861568	17	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861617	ERR12861572	18	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861617	ERR12861580	17	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861617	ERR12861617	0	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861617	ERR12861631	14	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861631	23IE170_S9_L001	91	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861631	23IE180_S19_L001	90	Wetzstein_047	Germany	P20	Ireland
fastbaps_cluster_05	ERR12861631	ERR12861457	22	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861631	ERR12861560	6	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861631	ERR12861568	19	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861631	ERR12861572	4	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861631	ERR12861580	3	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861631	ERR12861617	14	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_05	ERR12861631	ERR12861631	0	Wetzstein_047	Germany	Wetzstein_047	Germany
fastbaps_cluster_06	23IE183_S22_L001	23IE183_S22_L001	0	P19	Ireland	P19	Ireland
fastbaps_cluster_06	23IE183_S22_L001	23IE192_S31_L001	24	P19	Ireland	P08	Ireland
fastbaps_cluster_06	23IE183_S22_L001	23IE202_S41_L001	24	P19	Ireland	P08	Ireland
fastbaps_cluster_06	23IE183_S22_L001	ERR3337484	48	P19	Ireland	VT_178	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR3337583	43	P19	Ireland	VT_267	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR3337584	23	P19	Ireland	VT_169	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR3468825	60	P19	Ireland	VT_124	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR3468832	43	P19	Ireland	VT_267	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR3468916	43	P19	Ireland	VT_267	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR3468924	23	P19	Ireland	VT_169	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR3524821	24	P19	Ireland	VT_169	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR3566317	42	P19	Ireland	VT_267	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR3566347	47	P19	Ireland	VT_178	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR3566353	61	P19	Ireland	VT_124	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR3566357	60	P19	Ireland	VT_124	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR6057622	47	P19	Ireland	VT_178	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR6057624	42	P19	Ireland	VT_267	UK
fastbaps_cluster_06	23IE183_S22_L001	ERR6057651	47	P19	Ireland	VT_178	UK
fastbaps_cluster_06	23IE192_S31_L001	23IE183_S22_L001	24	P08	Ireland	P19	Ireland
fastbaps_cluster_06	23IE192_S31_L001	23IE192_S31_L001	0	P08	Ireland	P08	Ireland
fastbaps_cluster_06	23IE192_S31_L001	23IE202_S41_L001	0	P08	Ireland	P08	Ireland
fastbaps_cluster_06	23IE192_S31_L001	ERR3337484	44	P08	Ireland	VT_178	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR3337583	41	P08	Ireland	VT_267	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR3337584	19	P08	Ireland	VT_169	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR3468825	56	P08	Ireland	VT_124	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR3468832	41	P08	Ireland	VT_267	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR3468916	41	P08	Ireland	VT_267	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR3468924	19	P08	Ireland	VT_169	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR3524821	20	P08	Ireland	VT_169	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR3566317	40	P08	Ireland	VT_267	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR3566347	43	P08	Ireland	VT_178	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR3566353	57	P08	Ireland	VT_124	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR3566357	56	P08	Ireland	VT_124	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR6057622	43	P08	Ireland	VT_178	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR6057624	40	P08	Ireland	VT_267	UK
fastbaps_cluster_06	23IE192_S31_L001	ERR6057651	43	P08	Ireland	VT_178	UK
fastbaps_cluster_06	23IE202_S41_L001	23IE183_S22_L001	24	P08	Ireland	P19	Ireland
fastbaps_cluster_06	23IE202_S41_L001	23IE192_S31_L001	0	P08	Ireland	P08	Ireland
fastbaps_cluster_06	23IE202_S41_L001	23IE202_S41_L001	0	P08	Ireland	P08	Ireland
fastbaps_cluster_06	23IE202_S41_L001	ERR3337484	44	P08	Ireland	VT_178	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR3337583	41	P08	Ireland	VT_267	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR3337584	19	P08	Ireland	VT_169	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR3468825	56	P08	Ireland	VT_124	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR3468832	41	P08	Ireland	VT_267	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR3468916	41	P08	Ireland	VT_267	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR3468924	19	P08	Ireland	VT_169	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR3524821	20	P08	Ireland	VT_169	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR3566317	40	P08	Ireland	VT_267	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR3566347	43	P08	Ireland	VT_178	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR3566353	57	P08	Ireland	VT_124	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR3566357	56	P08	Ireland	VT_124	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR6057622	43	P08	Ireland	VT_178	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR6057624	40	P08	Ireland	VT_267	UK
fastbaps_cluster_06	23IE202_S41_L001	ERR6057651	43	P08	Ireland	VT_178	UK
fastbaps_cluster_06	ERR3337484	23IE183_S22_L001	48	VT_178	UK	P19	Ireland
fastbaps_cluster_06	ERR3337484	23IE192_S31_L001	44	VT_178	UK	P08	Ireland
fastbaps_cluster_06	ERR3337484	23IE202_S41_L001	44	VT_178	UK	P08	Ireland
fastbaps_cluster_06	ERR3337484	ERR3337484	0	VT_178	UK	VT_178	UK
fastbaps_cluster_06	ERR3337484	ERR3337583	33	VT_178	UK	VT_267	UK
fastbaps_cluster_06	ERR3337484	ERR3337584	43	VT_178	UK	VT_169	UK
fastbaps_cluster_06	ERR3337484	ERR3468825	66	VT_178	UK	VT_124	UK
fastbaps_cluster_06	ERR3337484	ERR3468832	33	VT_178	UK	VT_267	UK
fastbaps_cluster_06	ERR3337484	ERR3468916	33	VT_178	UK	VT_267	UK
fastbaps_cluster_06	ERR3337484	ERR3468924	43	VT_178	UK	VT_169	UK
fastbaps_cluster_06	ERR3337484	ERR3524821	44	VT_178	UK	VT_169	UK
fastbaps_cluster_06	ERR3337484	ERR3566317	32	VT_178	UK	VT_267	UK
fastbaps_cluster_06	ERR3337484	ERR3566347	1	VT_178	UK	VT_178	UK
fastbaps_cluster_06	ERR3337484	ERR3566353	67	VT_178	UK	VT_124	UK
