snp-dists 0.8.2	ERR12861620	ERR3524767	ERR4022294	ERR12861515	ERR12861619	23IE200_S39_L001	23IE167_S6_L001	23IE195_S34_L001	ERR12861633	ERR3524774	ERR12861582	ERR3337544	ERR12861624	ERR12861595	ERR3468923	ERR3468864	ERR12861441	ERR3337527	22IE192b_S8_L001	22IE243_S11_L001	ERR4022309	ERR12861572	ERR4022330	ERR6057651	ERR12861669	22IE83_L001	23IE168_S7_L001	ERR12861643	ERR3337601	ERR12861561	ERR3468814	ERR4022334	ERR6057642	23IE193_S32_L001	23IE179_S18_L001	23IE171_S10_L001	ERR12861548	ERR3468880	ERR12861436	ERR4022333	ERR3566339	ERR3468884	ERR4022430	23IE187_S26_L001	ERR12861657	23IE198_S37_L001	ERR3566300	ERR4022320	22IE327_S2_L001	ERR3468817	ERR3566317	ERR12861634	23IE181_S20_L001	ERR3337543	23IE189_S28_L001	23IE202_S41_L001	ERR3566299	ERR3468924	ERR3337480	ERR3524829	ERR6057622	ERR12861894	ERR12861516	23IE177_S16_L001	ERR12861630	ERR12861581	ERR3524777	ERR2988413	ERR2988387	ERR3566237	ERR3337493	ERR12861512	ERR4022350	ERR3337484	ERR12861505	ERR2988437	23IE174_S13_L001	ERR3468913	23IE170_S9_L001	ERR12861603	ERR12861448	ERR2988424	ERR12861629	ERR12861525	ERR3566347	ERR3468869	ERR12861610	ERR12861607	ERR3566274	ERR4022304	ERR3468899	ERR12861551	ERR12861546	23IE169_S8_L001	23IE184_S23_L001	ERR12861907	23IE190_S29_L001	ERR12861568	ERR12861438	ERR12861664	ERR12861673	ERR12861492	ERR4022397	ERR4022403	23IE192_S31_L001	ERR3566337	ERR3337584	ERR12861555	ERR4022429	ERR3337469	ERR12861659	23IE162_S1_L001	ERR12861677	ERR12861660	ERR12861649	ERR3337583	ERR6057648	ERR12861670	ERR12861491	ERR12861486	ERR12861904	ERR4022417	ERR12861556	23IE205_S44_L001	23IE186_S25_L001	ERR4022413	ERR12861663	ERR12861482	ERR12861674	ERR12861495	ERR3566357	ERR2988423	ERR4022377	ERR12861472	ERR12861535	ERR12861684	ERR3337559	ERR3566340	23IE203_S42_L001	ERR12861617	ERR4022364	ERR3566353	ERR3337423	23IE176_S15_L001	ERR12861579	ERR12861494	ERR12861662	ERR4022412	ERR2988441	ERR3566322	23IE191_S30_L001	ERR12861557	23IE199_S38_L001	ERR12861487	ERR12861671	ERR4022306	ERR3468976	ERR3468826	23IE178_S17_L001	23IE204_S43_L001	ERR3337595	ERR12861544	ERR3337478	ERR3468986	ERR12861612	ERR3337422	ERR12861605	ERR12861509	ERR3524821	ERR4339043	ERR3566352	ERR4339054	ERR12861681	ERR4022288	ERR3468878	ERR3468928	ERR12861589	ERR3337654	ERR12861685	23IE188_S27_L001	ERR3566356	ERR12861473	ERR3468906	23IE197_S36_L001	ERR6057683	23IE175_S14_L001	ERR3337566	ERR12861611	ERR4022366	ERR12861533	ERR12861682	ERR3468916	23IE166_S5_L001	ERR3566296	23IE183_S22_L001	ERR12861602	ERR12861470	ERR3524808	ERR2988421	ERR3337657	23IE185_S24_L001	ERR12861497	23IE206_S45_L001	ERR12861658	ERR3337592	23IE173_S12_L001	ERR12861672	ERR3337442	ERR12861493	ERR12861665	ERR4022415	ERR12861569	ERR3468832	ERR12861547	ERR2988378	ERR3468825	ERR12861550	ERR3468898	ERR12861499	ERR12861678	ERR3337448	ERR3468951	ERR3468955	ERR12861437	ERR2988361	ERR3566396	ERR12861454	ERR2988386	ERR4022346	ERR12861513	ERR12861631	ERR3337401	ERR3337551	ERR6057609	ERR12861580	ERR4022285	ERR3337416	ERR3337496	23IE196_S35_L001	ERR12861517	ERR2988416	ERR3566298	ERR4022355	ERR12861500	ERR12861593	ERR4022296	ERR12861635	ERR3337555	ERR12861584	ERR3337491	ERR12861510	ERR6057624	ERR3566288	ERR2988406	ERR12861457	ERR3337667	ERR3337415	ERR4022291	ERR3337649	23IE194_S33_L001	ERR3337482	ERR3468926	ERR12861503	ERR3337495	ERR3468931	ERR12861514	ERR12861636	23IE201_S40_L001	23IE182_S21_L001	ERR12861621	ERR3524766	23IE163_S2_L001	ERR3524848	ERR12861560	23IE207_S46_L001	23IE164_S3_L001	ERR3566386	23IE180_S19_L001	ERR12861559	ERR3468891	ERR6057647	ERR3337613	ERR12861573	ERR3468956	ERR3468806	23IE165_S4_L001	23IE172_S11_L001
ERR12861551	80	29	31	81	24	91	79	89	80	29	81	110	80	80	98	95	72	34	91	109	95	91	29	89	65	91	42	24	65	81	29	29	98	46	84	32	28	65	73	95	97	109	40	24	96	63	31	65	89	105	90	80	90	47	29	90	47	90	65	85	90	50	69	94	80	24	29	29	109	95	65	69	65	88	69	31	84	31	89	24	46	65	81	69	90	99	24	24	105	29	29	0	70	99	73	50	24	91	63	81	73	69	29	98	90	98	90	0	40	47	63	79	69	95	80	90	47	96	30	69	50	107	81	98	28	40	72	69	72	19	90	28	65	103	81	65	47	98	43	91	47	90	65	79	24	69	72	29	34	98	98	24	29	65	42	109	34	34	98	28	31	24	65	29	80	29	80	69	85	31	40	13	61	29	105	40	24	34	65	96	73	69	29	109	47	29	65	39	65	28	24	90	42	29	90	80	63	31	29	29	73	69	29	69	65	46	42	109	30	81	105	24	90	24	34	90	70	29	69	69	29	98	47	94	29	98	135	29	65	24	91	65	29	105	91	107	34	65	98	96	65	29	65	69	63	29	63	29	24	65	81	90	47	109	91	29	29	98	29	0	65	29	81	65	31	81	43	89	46	70	29	47	47	91	96	47	98	89	42	31	97	34	39	29	29	47	28
ERR12861546	92	78	76	83	77	99	106	97	92	78	83	81	92	92	98	97	84	78	98	76	99	75	78	96	61	98	76	77	29	83	77	78	98	74	49	53	77	29	54	99	99	80	80	78	88	66	76	29	97	65	96	92	97	77	78	96	77	96	29	90	96	76	55	80	92	80	78	78	80	99	29	55	29	94	55	76	49	76	75	77	52	29	83	55	96	101	77	77	65	78	78	70	0	99	87	76	78	75	81	83	54	55	78	98	96	98	96	70	80	77	83	106	55	99	92	96	77	88	77	55	76	85	83	78	77	80	86	55	84	79	96	77	29	103	83	61	77	98	42	75	77	96	29	106	80	55	86	78	78	98	78	77	78	61	87	80	78	78	78	79	76	80	29	78	92	78	92	55	89	76	80	63	61	78	65	80	77	78	61	82	54	55	78	76	77	78	29	76	29	77	77	96	76	78	96	92	81	76	78	78	87	55	78	55	29	74	87	80	77	83	65	77	96	80	78	96	0	78	55	55	78	98	77	92	78	98	137	78	29	77	75	29	78	65	75	85	78	29	78	88	29	78	29	55	83	78	83	78	77	29	83	96	77	80	75	78	78	102	78	70	29	78	83	29	76	83	64	97	74	0	78	77	77	75	82	75	98	75	87	76	99	78	76	78	78	75	77
23IE169_S8_L001	73	107	105	110	102	72	107	28	73	107	110	98	73	73	41	42	75	105	89	93	40	85	107	35	84	89	104	102	92	110	106	107	41	91	102	38	106	92	85	40	46	97	106	107	55	48	105	92	28	84	35	73	28	92	109	35	92	35	92	31	35	91	92	62	73	101	107	107	97	40	92	92	92	34	92	105	102	105	85	102	53	92	110	92	35	38	102	102	84	107	107	99	99	0	80	91	107	85	104	110	85	92	109	41	35	41	35	99	106	92	112	107	92	40	73	35	92	55	106	92	91	84	110	65	108	106	103	92	75	102	35	106	92	42	110	84	92	41	63	85	92	35	92	107	101	92	103	109	105	41	65	102	109	84	106	97	105	105	65	102	105	101	92	107	73	107	73	92	34	105	106	104	88	109	84	106	102	105	84	65	85	92	107	93	92	109	92	100	92	106	102	35	104	107	35	73	104	105	107	107	80	92	109	92	92	91	106	97	106	110	84	102	35	101	105	35	99	107	92	92	107	41	92	111	106	41	78	107	92	102	85	92	107	84	85	84	105	92	65	55	92	107	92	92	112	107	112	107	102	92	110	35	92	97	85	107	107	43	107	99	92	107	110	92	105	110	101	28	91	99	107	92	92	85	65	88	41	85	106	105	46	105	100	107	107	88	108
23IE184_S23_L001	9	65	69	90	68	72	78	70	9	65	90	100	9	9	73	72	5	65	80	110	72	90	65	70	88	80	60	68	82	90	64	65	73	59	84	29	64	82	91	72	74	99	64	69	67	45	69	82	70	104	71	9	70	54	67	71	54	71	82	65	71	58	94	82	9	63	65	65	99	72	82	94	82	69	94	69	84	69	90	68	2	82	90	94	71	68	68	68	104	65	65	73	87	80	0	58	69	90	66	90	91	94	67	73	71	73	71	73	64	54	78	78	94	72	9	71	54	67	66	94	58	104	90	87	66	64	79	94	5	64	71	64	82	68	90	88	54	73	65	90	54	71	82	78	63	94	79	67	65	73	87	68	67	88	66	99	65	65	87	64	69	63	82	65	9	65	9	94	67	69	64	76	87	67	104	64	68	65	88	85	91	94	65	110	54	67	82	64	82	64	68	71	60	65	71	9	66	69	65	65	0	94	67	94	82	59	66	99	66	90	104	68	71	63	65	71	87	65	94	94	65	73	54	94	64	73	103	65	82	68	90	82	65	104	90	104	65	82	87	67	82	65	82	94	78	65	78	65	68	82	90	71	54	99	90	65	65	75	65	73	82	65	90	82	69	90	69	70	59	87	65	54	54	90	85	56	73	90	66	69	74	65	64	65	65	56	66
ERR12861907	61	28	30	67	39	79	67	77	61	28	67	103	61	61	88	88	59	30	68	120	83	90	28	79	69	68	31	39	63	67	27	28	88	24	85	13	27	63	94	83	89	102	37	30	76	55	30	63	77	113	80	61	77	23	30	80	23	80	63	76	80	0	85	95	61	30	28	28	102	83	63	85	63	79	85	30	85	30	90	39	31	63	67	85	80	85	39	39	113	28	28	50	76	91	58	0	30	90	51	67	94	85	30	88	80	88	80	50	37	23	51	67	85	83	61	80	23	76	29	85	0	107	67	100	29	37	58	85	59	33	80	27	63	91	67	69	23	88	66	90	23	80	63	67	30	85	58	30	30	88	100	39	30	69	43	102	30	30	100	31	30	30	63	28	61	28	61	85	74	30	37	55	75	30	113	37	39	30	69	98	94	85	28	120	23	30	63	33	63	27	39	80	31	28	80	61	51	30	28	28	58	85	30	85	63	24	43	102	29	67	113	39	80	30	30	80	76	28	85	85	28	88	23	80	28	88	123	28	63	39	90	63	28	113	90	107	30	63	100	76	63	28	63	85	51	28	51	28	39	63	67	80	23	102	90	28	28	86	28	50	63	28	67	63	30	67	44	77	24	76	28	23	23	90	98	19	88	90	43	30	89	30	33	28	28	19	29
23IE190_S29_L001	76	10	16	77	15	87	75	95	76	10	77	111	76	76	104	103	68	14	82	124	99	99	10	97	77	82	25	15	69	77	10	10	104	32	91	27	9	69	90	99	105	110	23	0	94	63	16	69	95	121	98	76	95	33	12	98	33	98	69	91	98	30	83	101	76	10	10	10	110	99	69	83	69	96	83	16	91	16	97	15	40	69	77	83	98	99	15	15	121	10	10	24	78	107	69	30	0	99	57	77	90	83	12	104	98	104	98	24	23	33	57	75	83	99	76	98	33	94	11	83	30	111	77	106	11	23	60	83	68	5	98	9	69	107	77	77	33	104	60	99	33	98	69	75	10	83	60	12	14	104	106	15	12	77	29	110	14	14	106	15	16	10	69	10	76	10	76	83	91	16	23	31	75	12	121	23	15	14	77	104	90	83	10	124	33	12	69	32	69	9	15	98	25	10	98	76	57	16	10	10	69	83	12	83	69	32	29	110	11	77	121	15	98	10	14	98	78	10	83	83	10	104	33	88	10	104	138	10	69	15	99	69	10	121	99	111	14	69	106	94	69	10	69	83	57	10	57	10	15	69	77	98	33	110	99	10	10	102	10	24	69	10	77	69	16	77	38	95	32	78	10	33	33	99	104	35	104	97	29	16	105	14	32	10	10	35	11
ERR12861568	86	97	97	98	96	93	99	87	86	97	98	90	86	86	90	90	91	99	98	79	89	0	97	88	77	98	93	96	81	98	97	97	90	87	76	60	96	81	71	89	94	89	97	99	82	59	97	81	87	68	88	86	87	94	99	88	94	88	81	82	88	90	79	80	86	101	97	97	89	89	81	79	81	86	79	97	76	97	20	96	60	81	98	79	88	91	96	96	68	97	97	91	75	85	90	90	99	0	92	98	71	79	99	90	88	90	88	91	97	94	94	99	79	89	86	88	94	82	96	79	90	87	98	83	98	97	89	79	91	102	88	96	81	101	98	77	94	90	49	0	94	88	81	99	101	79	89	99	99	90	83	96	99	77	99	89	99	99	83	102	97	101	81	97	86	97	86	79	83	97	97	90	77	99	68	97	96	99	77	83	71	79	97	79	94	99	81	98	81	96	96	88	93	97	88	86	92	97	97	97	90	79	99	79	81	87	99	89	96	98	68	96	88	101	99	88	75	97	79	79	97	90	94	93	97	90	136	97	81	96	0	81	97	68	0	87	99	81	83	82	81	97	81	79	94	97	94	97	96	81	98	88	94	89	0	97	97	92	97	91	81	97	98	81	97	98	89	87	87	75	97	94	94	0	83	89	90	20	99	97	94	99	98	97	97	89	98
ERR12861438	75	51	55	60	60	90	82	94	75	51	60	94	75	75	101	94	67	63	83	111	100	92	51	95	76	83	52	60	78	60	51	51	101	51	84	37	50	78	85	100	96	93	58	57	89	60	55	78	94	100	95	75	94	50	53	95	50	95	78	91	95	51	88	92	75	53	51	51	93	100	78	88	78	93	88	55	84	55	90	60	34	78	60	88	95	96	60	60	100	51	51	63	81	104	66	51	57	92	0	60	85	88	53	101	95	101	95	63	58	50	30	82	88	100	75	95	50	89	52	88	51	102	60	97	52	58	35	88	67	56	95	50	78	106	60	76	50	101	60	92	50	95	78	82	53	88	35	53	63	101	97	60	53	76	60	93	63	63	97	54	55	53	78	51	75	51	75	88	89	55	58	70	80	53	100	58	60	63	76	95	85	88	51	111	50	53	78	59	78	50	60	95	52	51	95	75	0	55	51	51	66	88	53	88	78	51	60	93	52	60	100	60	95	53	63	95	81	51	88	88	51	101	50	67	51	101	137	51	78	60	92	78	51	100	92	102	63	78	97	89	78	51	78	88	30	51	30	51	60	78	60	95	50	93	92	51	51	101	51	63	78	51	60	78	55	60	67	94	51	81	51	50	50	92	95	44	101	90	60	55	96	63	59	51	51	44	52
ERR12861664	95	73	75	0	78	100	94	98	95	73	0	98	95	95	107	99	89	77	95	109	106	98	73	102	86	95	68	78	76	0	72	73	107	69	92	47	72	76	97	106	102	97	72	77	89	69	75	76	98	100	103	95	99	64	73	103	64	103	76	98	103	67	90	95	95	75	73	73	97	106	76	90	76	101	90	75	92	75	100	78	44	76	0	90	103	100	78	78	100	73	73	81	83	110	90	67	77	98	60	0	97	90	73	107	103	107	103	81	72	64	52	94	90	106	95	103	64	89	74	90	67	106	0	99	72	72	54	90	89	80	103	72	76	107	0	86	64	107	64	98	64	103	76	94	75	90	54	73	77	107	99	78	73	86	88	97	77	77	99	74	75	75	76	73	95	73	95	90	96	75	72	84	84	73	100	72	78	77	86	98	97	90	73	109	64	73	76	76	76	72	78	103	68	73	103	95	60	75	73	73	90	90	73	90	76	69	88	97	74	0	100	78	103	75	77	103	83	73	90	90	73	107	64	43	73	107	138	73	76	78	98	76	73	100	98	106	77	76	99	89	76	73	76	90	52	73	52	73	78	76	0	103	64	97	98	73	73	107	73	81	76	73	0	76	75	0	81	98	69	83	73	64	64	98	97	64	107	100	88	75	102	77	76	73	73	64	72
ERR12861673	90	90	84	97	79	93	98	91	90	90	97	73	90	90	98	88	88	86	98	62	97	71	90	89	49	98	86	79	65	97	90	90	98	85	51	61	89	65	0	97	91	72	88	90	95	59	84	65	91	53	89	90	92	93	90	89	93	89	65	85	89	94	42	71	90	89	90	90	72	97	65	42	65	87	42	84	51	84	84	79	57	65	97	42	89	95	79	79	53	90	90	73	54	85	91	94	90	71	85	97	0	42	90	98	89	98	89	73	88	93	93	98	42	97	90	89	93	95	89	42	94	80	97	76	89	88	76	42	88	90	89	89	65	97	97	49	93	98	33	71	93	90	65	98	89	42	76	90	86	98	76	79	90	49	83	72	86	86	76	87	84	89	65	90	90	90	90	42	83	84	88	70	42	90	53	88	79	86	49	72	0	42	90	62	93	90	65	81	65	89	79	89	86	90	89	90	85	84	90	90	91	42	90	42	65	85	83	72	89	97	53	79	89	89	86	89	54	90	42	42	90	98	93	94	90	98	133	90	65	79	71	65	90	53	71	80	86	65	76	95	65	90	65	42	93	90	93	90	79	65	97	89	93	72	71	90	90	100	90	73	65	90	97	65	84	97	68	91	85	54	90	93	93	71	72	89	98	84	83	84	91	86	81	90	90	89	89
ERR12861492	93	84	76	90	75	102	108	94	93	84	90	83	93	93	97	91	91	83	98	68	98	79	84	89	18	98	85	75	56	90	84	84	97	77	55	60	83	56	42	98	92	82	87	83	101	67	76	56	94	48	89	93	94	88	84	89	88	89	56	87	89	85	0	77	93	81	84	84	82	98	56	0	56	87	0	76	55	76	77	75	57	56	90	0	89	98	75	75	48	84	84	69	55	92	94	85	83	79	88	90	42	0	84	97	89	97	89	69	87	88	92	108	0	98	93	89	88	101	83	0	85	90	90	75	83	87	83	0	91	84	89	83	56	99	90	18	88	97	35	79	88	89	56	108	81	0	83	84	83	97	75	75	84	18	81	82	83	83	75	81	76	81	56	84	93	84	93	0	84	76	87	62	10	84	48	87	75	83	18	80	42	0	84	68	88	84	56	63	56	83	75	89	85	84	89	93	88	76	84	84	94	0	84	0	56	77	81	82	83	90	48	75	89	81	83	89	55	84	0	0	84	97	88	83	84	97	132	84	56	75	79	56	84	48	79	90	83	56	75	101	56	84	56	0	92	84	92	84	75	56	90	89	88	82	79	84	84	101	84	69	56	84	90	56	76	90	56	94	77	55	84	88	88	79	79	80	97	77	81	76	92	83	63	84	84	80	83
ERR4022397	76	2	14	73	13	87	73	97	76	2	73	109	76	76	106	104	68	22	78	122	101	99	2	96	77	78	25	13	69	73	2	2	106	31	87	24	3	69	90	101	105	108	27	12	91	63	14	69	97	121	97	76	98	29	2	97	29	97	69	92	97	30	84	103	76	15	2	2	108	101	69	84	69	95	84	14	87	14	97	13	41	69	73	84	97	101	13	13	121	2	2	29	78	109	67	30	12	99	53	73	90	84	0	106	97	106	97	29	27	29	53	73	84	101	76	97	29	91	3	84	30	112	73	108	1	27	66	84	68	14	97	3	69	111	73	77	29	106	61	99	29	98	69	73	15	84	66	0	22	106	108	13	2	77	25	108	22	22	108	19	14	15	69	2	76	2	76	84	90	14	27	34	76	0	121	27	13	22	77	106	90	84	2	122	29	2	69	33	69	3	13	97	25	2	97	76	53	14	2	2	67	84	2	84	69	31	25	108	3	73	121	13	97	15	22	97	78	2	84	84	2	106	29	90	2	106	143	2	69	13	99	69	2	121	99	112	22	69	108	91	69	2	69	84	53	2	53	2	13	69	73	97	29	108	99	2	2	104	2	29	69	2	73	69	14	73	34	97	31	78	2	29	29	99	106	31	106	97	25	14	105	22	33	2	2	31	1
ERR4022403	66	104	104	107	99	65	101	23	66	104	107	111	66	66	0	37	70	100	76	96	15	90	104	29	93	76	103	99	87	107	103	104	0	88	97	36	103	87	98	15	41	110	105	104	36	45	104	87	23	91	30	66	23	91	106	30	91	30	87	11	30	88	97	73	66	98	104	104	110	15	87	97	87	28	97	104	97	104	82	99	52	87	107	97	30	23	99	99	91	104	104	98	98	41	73	88	104	90	101	107	98	97	106	0	30	0	30	98	105	91	109	101	97	15	66	30	91	36	103	97	88	77	107	70	105	105	98	97	70	99	30	103	87	33	107	93	91	0	68	90	91	30	87	101	98	97	98	106	100	0	70	99	106	93	101	110	100	100	70	99	104	98	87	104	66	104	66	97	29	104	105	99	97	106	91	105	99	100	93	76	98	97	104	96	91	106	87	93	87	103	99	30	103	104	30	66	101	104	104	104	73	97	106	97	87	88	101	110	103	107	91	99	30	98	100	30	98	104	97	97	104	0	91	112	103	0	66	104	87	99	90	87	104	91	90	77	100	87	70	36	87	104	87	97	109	104	109	104	99	87	107	30	91	110	90	104	104	18	104	98	87	104	107	87	104	107	98	23	88	98	104	91	91	90	76	87	0	82	101	104	41	100	93	104	104	87	105
23IE192_S31_L001	66	95	89	103	94	63	99	13	66	95	103	98	66	66	30	30	70	96	79	95	25	88	95	0	81	79	94	94	89	103	94	95	30	82	92	26	94	89	89	25	33	97	96	98	46	40	89	89	13	85	0	66	14	83	97	0	83	0	89	9	0	80	89	69	66	90	95	95	97	25	89	89	89	0	89	89	92	89	86	94	45	89	103	89	0	31	94	94	85	95	95	90	96	35	71	80	98	88	95	103	89	89	97	30	0	30	0	90	96	83	103	99	89	25	66	0	83	46	94	89	80	81	103	70	96	96	96	89	70	93	0	94	89	31	103	81	83	30	61	88	83	0	89	99	90	89	96	97	96	30	70	94	97	81	92	97	96	96	70	90	89	90	89	95	66	95	66	89	0	89	96	93	83	97	85	96	94	96	81	72	89	89	95	95	83	97	89	89	89	94	94	0	94	95	0	66	95	89	95	95	71	89	97	89	89	82	92	97	94	103	85	94	0	90	96	0	96	95	89	89	95	30	83	100	95	30	65	95	89	94	88	89	95	85	88	81	96	89	70	46	89	95	89	89	103	95	103	95	94	89	103	0	83	97	88	95	95	28	95	90	89	95	103	89	89	103	89	13	82	96	95	83	83	88	72	77	30	86	92	89	33	96	89	95	95	77	96
ERR3566337	66	104	104	107	99	65	101	23	66	104	107	111	66	66	0	37	70	100	76	96	15	90	104	29	93	76	103	99	87	107	103	104	0	88	97	36	103	87	98	15	41	110	105	104	36	45	104	87	23	91	30	66	23	91	106	30	91	30	87	11	30	88	97	73	66	98	104	104	110	15	87	97	87	28	97	104	97	104	82	99	52	87	107	97	30	23	99	99	91	104	104	98	98	41	73	88	104	90	101	107	98	97	106	0	30	0	30	98	105	91	109	101	97	15	66	30	91	36	103	97	88	77	107	70	105	105	98	97	70	99	30	103	87	33	107	93	91	0	68	90	91	30	87	101	98	97	98	106	100	0	70	99	106	93	101	110	100	100	70	99	104	98	87	104	66	104	66	97	29	104	105	99	97	106	91	105	99	100	93	76	98	97	104	96	91	106	87	93	87	103	99	30	103	104	30	66	101	104	104	104	73	97	106	97	87	88	101	110	103	107	91	99	30	98	100	30	98	104	97	97	104	0	91	112	103	0	66	104	87	99	90	87	104	91	90	77	100	87	70	36	87	104	87	97	109	104	109	104	99	87	107	30	91	110	90	104	104	18	104	98	87	104	107	87	104	107	98	23	88	98	104	91	91	90	76	87	0	82	101	104	41	100	93	104	104	87	105
ERR3337584	66	95	89	103	94	63	99	13	66	95	103	98	66	66	30	30	70	96	79	95	25	88	95	0	81	79	94	94	89	103	94	95	30	82	92	26	94	89	89	25	33	97	96	98	46	40	89	89	13	85	0	66	14	83	97	0	83	0	89	9	0	80	89	69	66	90	95	95	97	25	89	89	89	0	89	89	92	89	86	94	45	89	103	89	0	31	94	94	85	95	95	90	96	35	71	80	98	88	95	103	89	89	97	30	0	30	0	90	96	83	103	99	89	25	66	0	83	46	94	89	80	81	103	70	96	96	96	89	70	93	0	94	89	31	103	81	83	30	61	88	83	0	89	99	90	89	96	97	96	30	70	94	97	81	92	97	96	96	70	90	89	90	89	95	66	95	66	89	0	89	96	93	83	97	85	96	94	96	81	72	89	89	95	95	83	97	89	89	89	94	94	0	94	95	0	66	95	89	95	95	71	89	97	89	89	82	92	97	94	103	85	94	0	90	96	0	96	95	89	89	95	30	83	100	95	30	65	95	89	94	88	89	95	85	88	81	96	89	70	46	89	95	89	89	103	95	103	95	94	89	103	0	83	97	88	95	95	28	95	90	89	95	103	89	89	103	89	13	82	96	95	83	83	88	72	77	30	86	92	89	33	96	89	95	95	77	96
ERR12861555	80	29	31	81	24	91	79	89	80	29	81	110	80	80	98	95	72	34	91	109	95	91	29	89	65	91	42	24	65	81	29	29	98	46	84	32	28	65	73	95	97	109	40	24	96	63	31	65	89	105	90	80	90	47	29	90	47	90	65	85	90	50	69	94	80	24	29	29	109	95	65	69	65	88	69	31	84	31	89	24	46	65	81	69	90	99	24	24	105	29	29	0	70	99	73	50	24	91	63	81	73	69	29	98	90	98	90	0	40	47	63	79	69	95	80	90	47	96	30	69	50	107	81	98	28	40	72	69	72	19	90	28	65	103	81	65	47	98	43	91	47	90	65	79	24	69	72	29	34	98	98	24	29	65	42	109	34	34	98	28	31	24	65	29	80	29	80	69	85	31	40	13	61	29	105	40	24	34	65	96	73	69	29	109	47	29	65	39	65	28	24	90	42	29	90	80	63	31	29	29	73	69	29	69	65	46	42	109	30	81	105	24	90	24	34	90	70	29	69	69	29	98	47	94	29	98	135	29	65	24	91	65	29	105	91	107	34	65	98	96	65	29	65	69	63	29	63	29	24	65	81	90	47	109	91	29	29	98	29	0	65	29	81	65	31	81	43	89	46	70	29	47	47	91	96	47	98	89	42	31	97	34	39	29	29	47	28
ERR4022429	71	27	29	72	34	84	76	96	71	27	72	108	71	71	105	101	61	27	75	121	104	97	27	95	75	75	6	34	70	72	27	27	105	37	87	25	26	70	88	104	102	107	0	23	91	58	29	70	96	115	96	71	96	34	27	96	34	96	70	95	96	37	87	95	71	27	27	27	107	104	70	87	70	95	87	29	87	29	96	34	33	70	72	87	96	100	34	34	115	27	27	40	80	106	64	37	23	97	58	72	88	87	27	105	96	105	96	40	0	34	62	76	87	104	71	96	34	91	28	87	37	108	72	101	26	0	57	87	61	28	96	26	70	104	72	75	34	105	61	97	34	96	70	76	27	87	57	27	27	105	101	34	27	75	40	107	27	27	101	28	29	27	70	27	71	27	71	87	89	29	0	45	81	27	115	0	34	27	75	97	88	87	27	121	34	27	70	43	70	26	34	96	6	27	96	71	58	29	27	27	64	87	27	87	70	37	40	107	28	72	115	34	96	27	27	96	80	27	87	87	27	105	34	83	27	105	136	27	70	34	97	70	27	115	97	108	27	70	101	91	70	27	70	87	62	27	62	27	34	70	72	96	34	107	97	27	27	107	27	40	70	27	72	70	29	72	50	96	37	80	27	34	34	97	97	34	105	96	40	29	102	27	43	27	27	34	26
ERR3337469	61	27	35	64	38	74	72	82	61	27	64	104	61	61	91	91	53	33	75	117	88	94	27	82	76	75	28	38	66	64	26	27	91	29	88	0	26	66	93	88	92	103	34	33	81	51	35	66	82	114	83	61	82	0	29	83	0	83	66	80	83	23	88	94	61	33	27	27	103	88	66	88	66	81	88	35	88	35	90	38	28	66	64	88	83	86	38	38	114	27	27	47	77	92	54	23	33	94	50	64	93	88	29	91	83	91	83	47	34	0	54	72	88	88	61	83	0	81	28	88	23	104	64	99	28	34	61	88	53	32	83	26	66	94	64	76	0	91	64	94	0	83	66	72	33	88	61	29	33	91	99	38	29	76	48	103	33	33	99	30	35	33	66	27	61	27	61	88	77	35	34	52	80	29	114	34	38	33	76	97	93	88	27	117	0	29	66	39	66	26	38	83	28	27	83	61	50	35	27	27	54	88	29	88	66	29	48	103	28	64	114	38	83	33	33	83	77	27	88	88	27	91	0	83	27	91	125	27	66	38	94	66	27	114	94	104	33	66	99	81	66	27	66	88	54	27	54	27	38	66	64	83	0	103	94	27	27	91	27	47	66	27	64	66	35	64	47	82	29	77	27	0	0	94	97	22	91	90	48	35	92	33	39	27	27	22	28
ERR12861659	85	51	55	52	56	98	78	100	85	51	52	98	85	85	109	105	79	61	81	121	106	94	51	102	78	81	56	56	78	52	50	51	109	53	84	43	50	78	93	106	106	97	62	57	95	66	55	78	100	104	103	85	100	54	53	103	54	103	78	99	103	51	92	100	85	55	51	51	97	106	78	92	78	101	92	55	84	55	92	56	50	78	52	92	103	108	56	56	104	51	51	63	83	112	78	51	57	94	30	52	93	92	53	109	103	109	103	63	62	54	0	78	92	106	85	103	54	95	52	92	51	110	52	105	52	62	47	92	79	60	103	50	78	116	52	78	54	109	67	94	54	103	78	78	55	92	47	53	61	109	105	56	53	78	64	97	61	61	105	56	55	55	78	51	85	51	85	92	96	55	62	70	82	53	104	62	56	61	78	103	93	92	51	121	54	53	78	59	78	50	56	103	56	51	103	85	30	55	51	51	78	92	53	92	78	53	64	97	52	52	104	56	103	55	61	102	83	51	92	92	51	109	54	77	51	109	147	51	78	56	94	78	51	104	94	110	61	78	105	95	78	51	78	92	0	51	0	51	56	78	52	103	54	97	94	51	51	109	51	63	78	51	52	78	55	52	65	100	53	83	51	54	54	94	103	44	109	92	64	55	106	61	59	51	51	44	52
